0.2,0.4,0.6,0.8,1.0
96.0,103.0,151.0,106.0,182.0
96.0,103.0,151.0,106.0,162.0
96.0,86.0,145.0,106.0,133.0
96.0,86.0,80.0,106.0,88.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
96.0,86.0,80.0,85.0,71.0
64.0,86.0,80.0,85.0,71.0
64.0,86.0,80.0,85.0,71.0
64.0,86.0,80.0,85.0,71.0
64.0,86.0,80.0,85.0,71.0
64.0,86.0,80.0,85.0,71.0
64.0,86.0,80.0,73.0,71.0
64.0,86.0,80.0,73.0,71.0
64.0,86.0,80.0,71.0,71.0
64.0,86.0,77.0,71.0,71.0
64.0,86.0,77.0,71.0,71.0
64.0,86.0,77.0,71.0,71.0
64.0,79.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
64.0,78.0,77.0,71.0,71.0
