20,40,60,80,100
151.0,91.0,114.0,72.0,110.0
151.0,91.0,114.0,72.0,110.0
151.0,91.0,86.0,72.0,110.0
123.0,91.0,86.0,72.0,88.0
123.0,89.0,86.0,72.0,88.0
123.0,89.0,86.0,72.0,88.0
123.0,89.0,86.0,72.0,88.0
73.0,89.0,86.0,72.0,88.0
73.0,89.0,86.0,72.0,88.0
73.0,89.0,86.0,72.0,88.0
73.0,89.0,86.0,72.0,88.0
73.0,89.0,86.0,72.0,88.0
73.0,89.0,86.0,72.0,88.0
73.0,82.0,86.0,72.0,88.0
73.0,82.0,86.0,72.0,88.0
73.0,78.0,81.0,72.0,88.0
73.0,78.0,81.0,72.0,88.0
73.0,78.0,81.0,72.0,88.0
73.0,78.0,81.0,72.0,74.0
73.0,78.0,81.0,72.0,74.0
,78.0,81.0,72.0,74.0
,78.0,81.0,72.0,74.0
,78.0,81.0,72.0,74.0
,78.0,77.0,72.0,74.0
,78.0,77.0,72.0,74.0
,78.0,77.0,72.0,74.0
,78.0,77.0,72.0,74.0
,78.0,77.0,72.0,71.0
,78.0,77.0,72.0,71.0
,78.0,77.0,72.0,71.0
,78.0,77.0,72.0,71.0
,78.0,72.0,72.0,71.0
,78.0,72.0,72.0,71.0
,78.0,72.0,72.0,71.0
,78.0,72.0,72.0,71.0
,78.0,72.0,72.0,71.0
,78.0,72.0,72.0,71.0
,78.0,72.0,72.0,71.0
,78.0,72.0,72.0,71.0
,78.0,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,72.0,72.0,71.0
,,,72.0,71.0
,,,72.0,71.0
,,,72.0,71.0
,,,72.0,71.0
,,,72.0,71.0
,,,72.0,71.0
,,,72.0,71.0
,,,68.0,71.0
,,,68.0,71.0
,,,68.0,71.0
,,,68.0,71.0
,,,68.0,71.0
,,,68.0,71.0
,,,68.0,71.0
,,,68.0,71.0
,,,68.0,71.0
,,,68.0,71.0
,,,68.0,71.0
,,,68.0,71.0
,,,68.0,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
,,,,71.0
